provider,url,postcode,plan_name,speed_mbps,monthly_price_gbp,upfront_fee_gbp,contract_months,scraped_at,card_text_sample,row_id
vodafone.co.uk,https://www.vodafone.co.uk/broadband,TW8 0HL,My Vodafone app Vodafone Full Fibre Broadband Enjoy faster speeds and a more rel,5000,4.0,,,2025-10-07 18:37:34+00:00,"Just Ask Once One person handles your query from start to finish, with updates until it’s sorted. Convenient messaging anytime, all in the My Vodafone app. Download the My Vodafone app Vodafone Full Fibre Broadband Enjoy faster speeds and a…",a7d11d67b92d
nowtv.com,https://www.nowtv.com/broadband,TW8 0HL,wnload speed 75 Mb/S NOW Full Fibre 75 Full Fibre - The UK's most reliable broad,75,24.0,0.0,,2025-10-07 18:37:34+00:00,Average download speed 75 Mb/S NOW Full Fibre 75 Full Fibre - The UK's most reliable broadband technology 75 Mb/s estimated download speed and 16 Mb/s estimated upload speed Wall to Wall WiFi Guarantee - WiFi in every room or money back Ava…,eef2bb705c39
bt.com,https://www.bt.com/broadband,TW8 0HL,"ever you throw at it New Full Fibre is rolling out across the nation, built on t",900,100.0,,,2025-10-07 18:37:34+00:00,"An ultra-reliable connection, whatever you throw at it New Full Fibre is rolling out across the nation, built on the UK’s most reliable broadband tech. It can connect over 100 devices, so you can be sure it’ll keep up with you. Now and in t…",38fb9a9b160e
talktalk.co.uk,https://www.talktalk.co.uk/,TW8 0HL,Full Fibre 900 From £38.00 a month. Increasing to £41.00 fro,35,38.0,,24.0,2025-10-07 18:37:34+00:00,"Full Fibre 900 From £38.00 a month. Increasing to £41.00 from April 2026 then to £44.00 in April 2027, on a 24 month contract with no set up fees. See www.talktalk.co.uk/legal/annual-price-change for more details. Full Fibre 900 requires in…",3849b4aee103
talktalk.co.uk,https://www.talktalk.co.uk/,TW8 0HL,-Fi depends on location. Properties outside eligible locations will not be abl,3,8.0,,,2025-10-07 18:37:34+00:00,Total Home Wi-Fi Eligibility for TalkTalk plans with Total Home Wi-Fi depends on location. Properties outside eligible locations will not be able to receive Total Home Wi-Fi. The Total Home Wi-Fi add-on is an upgrade available to all custom…,629df09ae164
ee.co.uk,https://ee.co.uk/broadband,TW8 0HL,"Flawless streaming, seamless gaming",500,34.99,,,2025-10-07 18:37:34+00:00,"Flawless streaming, seamless gaming 500Mbps download speed 73Mbps upload speed 425Mbps Speed Guarantee Enjoy gaming, streaming and working from home without buffering or lag Smart Hub Plus router £34.99 £ 34 . 99 a month £0 £ 0 one-off £38.…",89d252025792
ee.co.uk,https://ee.co.uk/broadband,TW8 0HL,Connect hundreds of devices,900,37.99,,,2025-10-07 18:37:34+00:00,"Connect hundreds of devices 900Mbps download speed 110Mbps upload speed 700Mbps Speed Guarantee Excellent for working from home, gaming and streaming in 4K without buffering or lag Great for busy households with multiple devices £37.99 £ 37…",0f4e17032395
talktalk.co.uk,https://www.talktalk.co.uk/,TW8 0HL,Full Fibre 900 900 Mbps Great for gamers and streaming in 4K,900,38.0,38.0,24.0,2025-10-07 18:37:34+00:00,Full Fibre 900 900 Mbps Great for gamers and streaming in 4K Connect up to 128 devices Wi-Fi Hub 3 - Wi-Fi 6 & Mesh tech HomeSafe - built-in online security 24 month contract No setup fee from £38 per month Increasing to £41 from April 2026…,63c61698eaa0
ee.co.uk,https://ee.co.uk/broadband,TW8 0HL,d 37Mbps Speed Guarantee Fibre broadband Exclusive mobile benefits Smart Hub Plu,67,47.99,,24.0,2025-10-07 18:37:34+00:00,Stay connected. Stay entertained. 67Mbps Broadband with Entertainment TV 24 month contract 19Mbps upload speed 37Mbps Speed Guarantee Fibre broadband Exclusive mobile benefits Smart Hub Plus Entertainment TV EE TV Box mini NOW Entertainment…,686a6cbbe3ea
ee.co.uk,https://ee.co.uk/broadband,TW8 0HL,d 37Mbps Speed Guarantee Fibre broadband Exclusive mobile benefits Smart Hub Plu,67,100.0,,24.0,2025-10-07 18:37:34+00:00,Reliable broadband 67Mbps Broadband with Smart WiFi Plus 24 month contract 19Mbps upload speed 37Mbps Speed Guarantee Fibre broadband Exclusive mobile benefits Smart Hub Plus Smart WiFi Plus Seamless connection in every room or £100 back £3…,31d40bc2c246
ee.co.uk,https://ee.co.uk/broadband,TW8 0HL,Unbreakable Full Fibre broadband 150Mbps Broadband with Smart WiFi Plus,150,100.0,,24.0,2025-10-07 18:37:34+00:00,Unbreakable Full Fibre broadband 150Mbps Broadband with Smart WiFi Plus 24 month contract 30Mbps upload speed 100Mbps Speed Guarantee Full Fibre broadband Exclusive mobile benefits Smart Hub Plus Smart WiFi Plus Seamless connection in every…,b866248cff36
nowtv.com,https://www.nowtv.com/broadband,TW8 0HL,wnload speed 75 Mb/S NOW Full Fibre 75 Full Fibre - The UK's most reliable broad,300,24.0,0.0,,2025-10-07 18:37:34+00:00,Average download speed 75 Mb/S NOW Full Fibre 75 Full Fibre - The UK's most reliable broadband technology 75 Mb/s estimated download speed and 16 Mb/s estimated upload speed Wall to Wall WiFi Guarantee - WiFi in every room or money back Ava…,2581a117a424
nowtv.com,https://www.nowtv.com/broadband,TW8 0HL,nload speed 300 Mb/s NOW Full Fibre 300 Full Fibre - The UK's most reliable broa,300,31.0,0.0,,2025-10-07 18:37:34+00:00,Average download speed 300 Mb/s NOW Full Fibre 300 Full Fibre - The UK's most reliable broadband technology 300 Mb/s estimated download speed and 40 Mb/s estimated upload speed Wall to Wall WiFi Guarantee - WiFi in every room or money back …,309af016050d
nowtv.com,https://www.nowtv.com/broadband,TW8 0HL,nload speed 100 Mb/S NOW Full Fibre 100 Full Fibre - The UK's most reliable broa,100,26.0,0.0,,2025-10-07 18:37:34+00:00,Average download speed 100 Mb/S NOW Full Fibre 100 Full Fibre - The UK's most reliable broadband technology 100 Mb/s estimated download speed and 18 Mb/s estimated upload speed Wall to Wall WiFi Guarantee - WiFi in every room or money back …,6e881bd9d4d8
talktalk.co.uk,https://www.talktalk.co.uk/,TW8 0HL,Fibre 35 35 Mbps Great for streaming music Ideal for 3-,35,26.0,26.0,24.0,2025-10-07 18:37:34+00:00,Fibre 35 35 Mbps Great for streaming music Ideal for 3-5 devices Wi-Fi Hub included HomeSafe - built-in online security 24 month contract No setup fee from £26 £28 per month Increasing to £29 from April 2026 then to £32 in April 2027 Check …,60c24d3ac53c
ee.co.uk,https://ee.co.uk/broadband,TW8 0HL,Perfect for working from home,150,27.99,,,2025-10-07 18:37:34+00:00,"Perfect for working from home 150Mbps download speed 30Mbps upload speed 100Mbps Speed Guarantee Great for streaming TV and movies in 4K, online gaming and working from home Smart Hub Plus router £27.99 £ 27 . 99 a month £0 £ 0 one-off £31.…",764558476f16
talktalk.co.uk,https://www.talktalk.co.uk/,TW8 0HL,Full Fibre 150 150 Mbps Great for working from home Connect,150,25.0,25.0,24.0,2025-10-07 18:37:34+00:00,Full Fibre 150 150 Mbps Great for working from home Connect up to 128 devices Wi-Fi Hub 3 - Wi-Fi 6 & Mesh tech HomeSafe - built-in online security 24 month contract No setup fee from £25 £26 per month Increasing to £28 from April 2026 then…,01d3e70a36ac
ee.co.uk,https://ee.co.uk/broadband,TW8 0HL,WiFi for the whole home,308,30.99,,,2025-10-07 18:37:34+00:00,"WiFi for the whole home 308Mbps download speed 51Mbps upload speed 150Mbps Speed Guarantee Excellent for streaming TV and movies in 4K, online gaming and working from home Smart Hub Plus router £30.99 £ 30 . 99 a month £0 £ 0 one-off £34.99…",b447bc9b1209
talktalk.co.uk,https://www.talktalk.co.uk/,TW8 0HL,Full Fibre 500 500 Mbps Great for streamers and busy homes C,500,31.95,31.95,24.0,2025-10-07 18:37:34+00:00,Full Fibre 500 500 Mbps Great for streamers and busy homes Connect up to 128 devices Wi-Fi Hub 3 - Wi-Fi 6 & Mesh tech HomeSafe - built-in online security 24 month contract No setup fee from £31.95 £35 per month Increasing to £34.95 from Ap…,26c9268a5694
talktalk.co.uk,https://www.talktalk.co.uk/,TW8 0HL,Fast Broadband £29.95 a month. Increasing to £32.95 fr,11,29.95,,24.0,2025-10-07 18:37:34+00:00,"Fast Broadband £29.95 a month. Increasing to £32.95 from April 2026 then to £35.95 in April 2027, on a 24 month contract with no set up fees. See www.talktalk.co.uk/legal/annual-price-change for more details. This plan includes broadband wi…",622e70293f4b
talktalk.co.uk,https://www.talktalk.co.uk/,TW8 0HL,Full Fibre 65 65 Mbps Great for browsing Connect up to 15 de,65,26.0,26.0,24.0,2025-10-07 18:37:34+00:00,Full Fibre 65 65 Mbps Great for browsing Connect up to 15 devices Wi-Fi Hub included HomeSafe - built-in online security 24 month contract No setup fee from £26 £27 per month Increasing to £29 from April 2026 then to £32 in April 2027 Check…,8efcbb7bd315
talktalk.co.uk,https://www.talktalk.co.uk/,TW8 0HL,Small Print (22 items) Fibre 35 From £26.00 a month. Increasing to £29.00 from,290,26.0,26.0,24.0,2025-10-07 18:37:34+00:00,"Small Print (22 items) Fibre 35 From £26.00 a month. Increasing to £29.00 from April 2026 then to £32.00 in April 2027, on a 24 month contract with no set up fees. See www.talktalk.co.uk/legal/annual-price-change for more details. This plan…",adbbd3527a4f
talktalk.co.uk,https://www.talktalk.co.uk/,TW8 0HL,Fibre 65 From £26.00 a month. Increasing to £29.00 from,80,26.0,,24.0,2025-10-07 18:37:34+00:00,"Fibre 65 From £26.00 a month. Increasing to £29.00 from April 2026 then to £32.00 in April 2027, on a 24 month contract with no set up fees. See www.talktalk.co.uk/legal/annual-price-change for more details. You’ll need to sign a new contra…",ef9a0386c859
talktalk.co.uk,https://www.talktalk.co.uk/,TW8 0HL,Full Fibre 150 From £25.00 a month. Increasing to £28.00 fro,35,25.0,,24.0,2025-10-07 18:37:34+00:00,"Full Fibre 150 From £25.00 a month. Increasing to £28.00 from April 2026 then to £31.00 in April 2027, on a 24 month contract with no set up fees. See www.talktalk.co.uk/legal/annual-price-change for more details. Full Fibre 150 requires in…",70535a9f3374
talktalk.co.uk,https://www.talktalk.co.uk/,TW8 0HL,"Full Fibre 500 No setup fee. Latest offer £31.95 a month, In",35,31.95,31.95,24.0,2025-10-07 18:37:34+00:00,"Full Fibre 500 No setup fee. Latest offer £31.95 a month, Increasing to £34.95 from April 2026 then to £37.95 in April 2027, on a 24 month contract. See www.talktalk.co.uk/legal/annual-price-change for more details. Full Fibre 500 requires …",9b13213382a4
ee.co.uk,https://ee.co.uk/broadband,TW8 0HL,rea. All plans shown use full fibre technology or part fibre technology Broadban,900,27.99,,24.0,2025-10-07 18:37:34+00:00,EE Broadband deals We’ve got speeds to suit every household. Here are just some of our broadband deals. Enter your postcode to find out what speeds are available in your area. All plans shown use full fibre technology or part fibre technolo…,eada88438fe7
talktalk.co.uk,https://www.talktalk.co.uk/,TW8 0HL,ue across all our plans. Full Fibre Great deals on our most reliable broadband e,65,25.0,,,2025-10-07 18:37:34+00:00,"Broadband Compare deals Deals built with you in mind, with great value across all our plans. Full Fibre Great deals on our most reliable broadband ever, starting from £25 a month. Online security Keeping you and your loved ones safe online …",2d59fe2c8df4
ee.co.uk,https://ee.co.uk/broadband,TW8 0FD,rea. All plans shown use full fibre technology or part fibre technology Broadban,150,27.99,,24.0,2025-10-07 18:25:46+00:00,EE Broadband deals We’ve got speeds to suit every household. Here are just some of our broadband deals. Enter your postcode to find out what speeds are available in your area. All plans shown use full fibre technology or part fibre technolo…,be5fc5e66cbf
bt.com,https://www.bt.com/broadband,TW8 0FD,BT Broadband Get 150Mbps Full Fibre Broadband for just £27.99 a month Monthly pr,150,27.99,,,2025-10-07 18:25:46+00:00,"BT Broadband Get 150Mbps Full Fibre Broadband for just £27.99 a month Monthly price increases to £31.99 from 31 March 2026, then £35.99 from 31 March 2027. No upfront cost. 24-month contract. Sorry, we can't find results for your address at…",30449c6d72bd
ee.co.uk,https://ee.co.uk/broadband,TW8 0FD,Ultrafast broadband. Unmissable TV. 150Mbps Broadband with,150,47.99,,24.0,2025-10-07 18:25:46+00:00,Ultrafast broadband. Unmissable TV. 150Mbps Broadband with Entertainment TV 24 month contract 30Mbps upload speed 100Mbps Speed Guarantee Full Fibre broadband Exclusive mobile benefits Smart Hub Plus Entertainment TV EE TV Box Pro NOW Enter…,58bdd569ee98
talktalk.co.uk,https://www.talktalk.co.uk/,TW7 5PB,Fibre 35 35 Mbps Great for streaming music Ideal for 3-,35,26.0,26.0,24.0,2025-10-07 17:05:47+00:00,Fibre 35 35 Mbps Great for streaming music Ideal for 3-5 devices Wi-Fi Hub included HomeSafe - built-in online security 24 month contract No setup fee from £26 £28 per month Increasing to £29 from April 2026 then to £32 in April 2027 Check …,60c24d3ac53c
talktalk.co.uk,https://www.talktalk.co.uk/,TW7 5PB,Full Fibre 150 150 Mbps Great for working from home Connect,150,25.0,25.0,24.0,2025-10-07 17:05:47+00:00,Full Fibre 150 150 Mbps Great for working from home Connect up to 128 devices Wi-Fi Hub 3 - Wi-Fi 6 & Mesh tech HomeSafe - built-in online security 24 month contract No setup fee from £25 £26 per month Increasing to £28 from April 2026 then…,01d3e70a36ac
ee.co.uk,https://ee.co.uk/broadband,TW7 5PB,Ultrafast broadband. Unmissable TV. 150Mbps Broadband with,150,47.99,,24.0,2025-10-07 17:05:47+00:00,Ultrafast broadband. Unmissable TV. 150Mbps Broadband with Entertainment TV 24 month contract 30Mbps upload speed 100Mbps Speed Guarantee Full Fibre broadband Exclusive mobile benefits Smart Hub Plus Entertainment TV EE TV Box Pro NOW Enter…,58bdd569ee98
talktalk.co.uk,https://www.talktalk.co.uk/,TW7 5PB,Fast Broadband £29.95 a month. Increasing to £32.95 fr,11,29.95,,24.0,2025-10-07 17:05:47+00:00,"Fast Broadband £29.95 a month. Increasing to £32.95 from April 2026 then to £35.95 in April 2027, on a 24 month contract with no set up fees. See www.talktalk.co.uk/legal/annual-price-change for more details. This plan includes broadband wi…",622e70293f4b
nowtv.com,https://www.nowtv.com/broadband,TW7 5PB,nload speed 100 Mb/S NOW Full Fibre 100 Full Fibre - The UK's most reliable broa,100,26.0,0.0,,2025-10-07 17:05:47+00:00,Average download speed 100 Mb/S NOW Full Fibre 100 Full Fibre - The UK's most reliable broadband technology 100 Mb/s estimated download speed and 18 Mb/s estimated upload speed Wall to Wall WiFi Guarantee - WiFi in every room or money back …,6e881bd9d4d8
ee.co.uk,https://ee.co.uk/broadband,TW7 5PB,Connect hundreds of devices,900,37.99,,,2025-10-07 17:05:47+00:00,"Connect hundreds of devices 900Mbps download speed 110Mbps upload speed 700Mbps Speed Guarantee Excellent for working from home, gaming and streaming in 4K without buffering or lag Great for busy households with multiple devices £37.99 £ 37…",0f4e17032395
talktalk.co.uk,https://www.talktalk.co.uk/,TW7 5PB,ue across all our plans. Full Fibre Great deals on our most reliable broadband e,65,25.0,,,2025-10-07 17:05:47+00:00,"Broadband Compare deals Deals built with you in mind, with great value across all our plans. Full Fibre Great deals on our most reliable broadband ever, starting from £25 a month. Online security Keeping you and your loved ones safe online …",2d59fe2c8df4
ee.co.uk,https://ee.co.uk/broadband,TW7 5PB,d 37Mbps Speed Guarantee Fibre broadband Exclusive mobile benefits Smart Hub Plu,67,100.0,,24.0,2025-10-07 17:05:47+00:00,Reliable broadband 67Mbps Broadband with Smart WiFi Plus 24 month contract 19Mbps upload speed 37Mbps Speed Guarantee Fibre broadband Exclusive mobile benefits Smart Hub Plus Smart WiFi Plus Seamless connection in every room or £100 back £3…,31d40bc2c246
nowtv.com,https://www.nowtv.com/broadband,TW7 5PB,nload speed 300 Mb/s NOW Full Fibre 300 Full Fibre - The UK's most reliable broa,300,31.0,0.0,,2025-10-07 17:05:47+00:00,Average download speed 300 Mb/s NOW Full Fibre 300 Full Fibre - The UK's most reliable broadband technology 300 Mb/s estimated download speed and 40 Mb/s estimated upload speed Wall to Wall WiFi Guarantee - WiFi in every room or money back …,309af016050d
ee.co.uk,https://ee.co.uk/broadband,TW7 5PB,WiFi for the whole home,308,30.99,,,2025-10-07 17:05:47+00:00,"WiFi for the whole home 308Mbps download speed 51Mbps upload speed 150Mbps Speed Guarantee Excellent for streaming TV and movies in 4K, online gaming and working from home Smart Hub Plus router £30.99 £ 30 . 99 a month £0 £ 0 one-off £34.99…",b447bc9b1209
talktalk.co.uk,https://www.talktalk.co.uk/,TW7 5PB,Full Fibre 65 65 Mbps Great for browsing Connect up to 15 de,65,26.0,26.0,24.0,2025-10-07 17:05:47+00:00,Full Fibre 65 65 Mbps Great for browsing Connect up to 15 devices Wi-Fi Hub included HomeSafe - built-in online security 24 month contract No setup fee from £26 £27 per month Increasing to £29 from April 2026 then to £32 in April 2027 Check…,8efcbb7bd315
bt.com,https://www.bt.com/broadband,TW7 5PB,"ever you throw at it New Full Fibre is rolling out across the nation, built on t",900,100.0,,,2025-10-07 17:05:47+00:00,"An ultra-reliable connection, whatever you throw at it New Full Fibre is rolling out across the nation, built on the UK’s most reliable broadband tech. It can connect over 100 devices, so you can be sure it’ll keep up with you. Now and in t…",38fb9a9b160e
talktalk.co.uk,https://www.talktalk.co.uk/,TW7 5PB,Full Fibre 150 From £25.00 a month. Increasing to £28.00 fro,35,25.0,,24.0,2025-10-07 17:05:47+00:00,"Full Fibre 150 From £25.00 a month. Increasing to £28.00 from April 2026 then to £31.00 in April 2027, on a 24 month contract with no set up fees. See www.talktalk.co.uk/legal/annual-price-change for more details. Full Fibre 150 requires in…",70535a9f3374
talktalk.co.uk,https://www.talktalk.co.uk/,TW7 5PB,Fibre 65 From £26.00 a month. Increasing to £29.00 from,80,26.0,,24.0,2025-10-07 17:05:47+00:00,"Fibre 65 From £26.00 a month. Increasing to £29.00 from April 2026 then to £32.00 in April 2027, on a 24 month contract with no set up fees. See www.talktalk.co.uk/legal/annual-price-change for more details. You’ll need to sign a new contra…",ef9a0386c859
ee.co.uk,https://ee.co.uk/broadband,TW7 5PB,"Flawless streaming, seamless gaming",500,34.99,,,2025-10-07 17:05:47+00:00,"Flawless streaming, seamless gaming 500Mbps download speed 73Mbps upload speed 425Mbps Speed Guarantee Enjoy gaming, streaming and working from home without buffering or lag Smart Hub Plus router £34.99 £ 34 . 99 a month £0 £ 0 one-off £38.…",89d252025792
talktalk.co.uk,https://www.talktalk.co.uk/,TW7 5PB,Full Fibre 900 From £38.00 a month. Increasing to £41.00 fro,35,38.0,,24.0,2025-10-07 17:05:47+00:00,"Full Fibre 900 From £38.00 a month. Increasing to £41.00 from April 2026 then to £44.00 in April 2027, on a 24 month contract with no set up fees. See www.talktalk.co.uk/legal/annual-price-change for more details. Full Fibre 900 requires in…",3849b4aee103
ee.co.uk,https://ee.co.uk/broadband,TW7 5PB,rea. All plans shown use full fibre technology or part fibre technology Broadban,150,27.99,,24.0,2025-10-07 17:05:47+00:00,EE Broadband deals We’ve got speeds to suit every household. Here are just some of our broadband deals. Enter your postcode to find out what speeds are available in your area. All plans shown use full fibre technology or part fibre technolo…,be5fc5e66cbf
nowtv.com,https://www.nowtv.com/broadband,TW7 5PB,wnload speed 75 Mb/S NOW Full Fibre 75 Full Fibre - The UK's most reliable broad,75,24.0,0.0,,2025-10-07 17:05:47+00:00,Average download speed 75 Mb/S NOW Full Fibre 75 Full Fibre - The UK's most reliable broadband technology 75 Mb/s estimated download speed and 16 Mb/s estimated upload speed Wall to Wall WiFi Guarantee - WiFi in every room or money back Ava…,eef2bb705c39
talktalk.co.uk,https://www.talktalk.co.uk/,TW7 5PB,Full Fibre 500 500 Mbps Great for streamers and busy homes C,500,31.95,31.95,24.0,2025-10-07 17:05:47+00:00,Full Fibre 500 500 Mbps Great for streamers and busy homes Connect up to 128 devices Wi-Fi Hub 3 - Wi-Fi 6 & Mesh tech HomeSafe - built-in online security 24 month contract No setup fee from £31.95 £35 per month Increasing to £34.95 from Ap…,26c9268a5694
talktalk.co.uk,https://www.talktalk.co.uk/,TW7 5PB,Full Fibre 900 900 Mbps Great for gamers and streaming in 4K,900,38.0,38.0,24.0,2025-10-07 17:05:47+00:00,Full Fibre 900 900 Mbps Great for gamers and streaming in 4K Connect up to 128 devices Wi-Fi Hub 3 - Wi-Fi 6 & Mesh tech HomeSafe - built-in online security 24 month contract No setup fee from £38 per month Increasing to £41 from April 2026…,63c61698eaa0
ee.co.uk,https://ee.co.uk/broadband,TW7 5PB,d 37Mbps Speed Guarantee Fibre broadband Exclusive mobile benefits Smart Hub Plu,67,47.99,,24.0,2025-10-07 17:05:47+00:00,Check availability Stay connected. Stay entertained. 67Mbps Broadband with Entertainment TV 24 month contract 19Mbps upload speed 37Mbps Speed Guarantee Fibre broadband Exclusive mobile benefits Smart Hub Plus Entertainment TV EE TV Box min…,686a6cbbe3ea
talktalk.co.uk,https://www.talktalk.co.uk/,TW7 5PB,"Full Fibre 500 No setup fee. Latest offer £31.95 a month, In",35,31.95,31.95,24.0,2025-10-07 17:05:47+00:00,"Full Fibre 500 No setup fee. Latest offer £31.95 a month, Increasing to £34.95 from April 2026 then to £37.95 in April 2027, on a 24 month contract. See www.talktalk.co.uk/legal/annual-price-change for more details. Full Fibre 500 requires …",9b13213382a4
ee.co.uk,https://ee.co.uk/broadband,TW7 5PB,Unbreakable Full Fibre broadband 150Mbps Broadband with Smart WiFi Plus,150,100.0,,24.0,2025-10-07 17:05:47+00:00,Unbreakable Full Fibre broadband 150Mbps Broadband with Smart WiFi Plus 24 month contract 30Mbps upload speed 100Mbps Speed Guarantee Full Fibre broadband Exclusive mobile benefits Smart Hub Plus Smart WiFi Plus Seamless connection in every…,b866248cff36
